Local time,Open,High,Low,Close,Volume
29.08.2019 02:00:00.000 GMT+0900,129.639,129.701,129.46,129.526,17829.87
29.08.2019 06:00:00.000 GMT+0900,129.561,129.628,129.403,129.462,12224.7
29.08.2019 10:00:00.000 GMT+0900,129.46,129.466,129.147,129.256,16111.59
29.08.2019 14:00:00.000 GMT+0900,129.257,129.705,128.966,129.606,34293.38
29.08.2019 18:00:00.000 GMT+0900,129.605,130.011,129.425,129.686,36158.24
29.08.2019 22:00:00.000 GMT+0900,129.688,130.028,129.516,129.983,42675.71
30.08.2019 02:00:00.000 GMT+0900,129.983,129.984,129.678,129.718,17149.01
30.08.2019 06:00:00.000 GMT+0900,129.692,129.814,129.611,129.668,11395.84
30.08.2019 10:00:00.000 GMT+0900,129.667,129.764,129.541,129.622,15752.11
30.08.2019 14:00:00.000 GMT+0900,129.617,129.782,129.373,129.489,31506.3
30.08.2019 18:00:00.000 GMT+0900,129.494,129.786,129.289,129.431,30176.02
30.08.2019 22:00:00.000 GMT+0900,129.43,129.772,129.184,129.385,40094.2
31.08.2019 02:00:00.000 GMT+0900,129.385,129.426,129.078,129.225,20916.01
31.08.2019 06:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
31.08.2019 10:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
31.08.2019 14:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
31.08.2019 18:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
31.08.2019 22:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 02:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 06:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 10:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 14:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 18:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
01.09.2019 22:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
02.09.2019 02:00:00.000 GMT+0900,129.225,129.225,129.225,129.225,0.0
02.09.2019 06:00:00.000 GMT+0900,128.861,129.099,128.618,128.898,10568.32
02.09.2019 10:00:00.000 GMT+0900,128.899,129.164,128.895,129.107,11503.25
02.09.2019 14:00:00.000 GMT+0900,129.105,129.312,128.335,128.412,19136.41
02.09.2019 18:00:00.000 GMT+0900,128.418,128.705,128.333,128.398,22979.81
02.09.2019 22:00:00.000 GMT+0900,128.396,128.43,127.865,128.163,23871.35
03.09.2019 02:00:00.000 GMT+0900,128.164,128.168,127.959,128.091,27893.44
03.09.2019 06:00:00.000 GMT+0900,128.156,128.246,128.063,128.14,12724.58
03.09.2019 10:00:00.000 GMT+0900,128.14,128.221,127.848,127.959,17472.2
03.09.2019 14:00:00.000 GMT+0900,127.962,127.974,126.669,127.163,39338.52
03.09.2019 18:00:00.000 GMT+0900,127.164,128.228,126.962,127.709,32970.0
03.09.2019 22:00:00.000 GMT+0900,127.71,128.16,127.423,128.013,46669.88
04.09.2019 02:00:00.000 GMT+0900,128.013,128.246,127.959,127.993,14356.57
04.09.2019 06:00:00.000 GMT+0900,127.995,128.193,127.835,128.036,11948.6
04.09.2019 10:00:00.000 GMT+0900,128.035,128.407,128.001,128.318,15360.03
04.09.2019 14:00:00.000 GMT+0900,128.318,129.256,128.308,129.055,34045.37
04.09.2019 18:00:00.000 GMT+0900,129.052,129.791,129.007,129.413,30144.86
04.09.2019 22:00:00.000 GMT+0900,129.419,129.823,129.151,129.764,34147.16
05.09.2019 02:00:00.000 GMT+0900,129.76,130.431,129.624,130.298,18973.06
05.09.2019 06:00:00.000 GMT+0900,130.282,130.459,130.192,130.192,21311.98
05.09.2019 10:00:00.000 GMT+0900,130.197,130.696,130.197,130.404,22583.76
05.09.2019 14:00:00.000 GMT+0900,130.404,130.896,129.912,130.705,32594.16
05.09.2019 18:00:00.000 GMT+0900,130.703,131.923,130.641,131.763,40729.51
05.09.2019 22:00:00.000 GMT+0900,131.763,132.158,131.633,131.7,39729.06
06.09.2019 02:00:00.000 GMT+0900,131.701,131.952,131.639,131.817,12985.49
06.09.2019 06:00:00.000 GMT+0900,131.822,132.003,131.7,131.9,15651.61
06.09.2019 10:00:00.000 GMT+0900,131.898,132.052,131.847,131.852,16806.73
06.09.2019 14:00:00.000 GMT+0900,131.85,132.122,131.492,131.635,29084.94
06.09.2019 18:00:00.000 GMT+0900,131.636,131.993,131.329,131.482,37426.41
06.09.2019 22:00:00.000 GMT+0900,131.482,131.582,131.278,131.297,34650.21
07.09.2019 02:00:00.000 GMT+0900,131.297,131.492,131.261,131.333,16722.94
07.09.2019 06:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
07.09.2019 10:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
07.09.2019 14:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
07.09.2019 18:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
07.09.2019 22:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 02:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 06:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 10:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 14:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 18:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
08.09.2019 22:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
09.09.2019 02:00:00.000 GMT+0900,131.333,131.333,131.333,131.333,0.0
09.09.2019 06:00:00.000 GMT+0900,131.067,131.411,131.039,131.323,12278.47
09.09.2019 10:00:00.000 GMT+0900,131.32,131.399,131.186,131.232,14009.21
09.09.2019 14:00:00.000 GMT+0900,131.234,131.796,130.804,131.731,23629.93
09.09.2019 18:00:00.000 GMT+0900,131.734,132.554,131.705,132.281,30174.12
09.09.2019 22:00:00.000 GMT+0900,132.277,132.554,131.884,132.177,32514.8
10.09.2019 02:00:00.000 GMT+0900,132.176,132.403,132.166,132.361,15192.44
10.09.2019 06:00:00.000 GMT+0900,132.361,132.621,132.261,132.598,17646.92
10.09.2019 10:00:00.000 GMT+0900,132.596,132.727,132.451,132.526,14746.86
10.09.2019 14:00:00.000 GMT+0900,132.529,132.893,132.01,132.24,26077.48
10.09.2019 18:00:00.000 GMT+0900,132.239,132.761,132.194,132.719,27343.5
10.09.2019 22:00:00.000 GMT+0900,132.72,132.806,132.461,132.647,37397.07
11.09.2019 02:00:00.000 GMT+0900,132.647,132.903,132.561,132.837,18456.42
11.09.2019 06:00:00.000 GMT+0900,132.75,132.986,132.715,132.927,15908.53
11.09.2019 10:00:00.000 GMT+0900,132.925,133.205,132.751,133.168,17993.58
11.09.2019 14:00:00.000 GMT+0900,133.168,133.359,132.9,133.17,27369.84
11.09.2019 18:00:00.000 GMT+0900,133.169,133.238,132.843,132.936,27688.27
11.09.2019 22:00:00.000 GMT+0900,132.941,133.043,132.691,132.733,31131.17
12.09.2019 02:00:00.000 GMT+0900,132.736,133.006,132.667,132.871,15510.93
12.09.2019 06:00:00.000 GMT+0900,132.779,133.268,132.719,133.24,25138.13
12.09.2019 10:00:00.000 GMT+0900,133.24,133.373,133.146,133.249,14766.79
12.09.2019 14:00:00.000 GMT+0900,133.249,133.277,132.827,132.914,24682.29
12.09.2019 18:00:00.000 GMT+0900,132.913,133.107,132.167,132.375,46407.73
12.09.2019 22:00:00.000 GMT+0900,132.376,133.571,132.26,133.408,67234.66
13.09.2019 02:00:00.000 GMT+0900,133.408,133.639,133.273,133.3,19168.43
13.09.2019 06:00:00.000 GMT+0900,133.301,133.468,133.165,133.452,13863.22
13.09.2019 10:00:00.000 GMT+0900,133.451,133.567,133.374,133.529,10828.55
13.09.2019 14:00:00.000 GMT+0900,133.529,134.511,133.464,134.434,36199.89
13.09.2019 18:00:00.000 GMT+0900,134.434,134.724,134.297,134.666,35056.84
13.09.2019 22:00:00.000 GMT+0900,134.665,134.957,134.285,134.791,37575.63
14.09.2019 02:00:00.000 GMT+0900,134.793,135.189,134.77,135.089,20589.45
14.09.2019 06:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
14.09.2019 10:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
14.09.2019 14:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
14.09.2019 18:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
14.09.2019 22:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 02:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 06:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 10:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 14:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 18:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
15.09.2019 22:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
16.09.2019 02:00:00.000 GMT+0900,135.089,135.089,135.089,135.089,0.0
16.09.2019 06:00:00.000 GMT+0900,134.175,134.866,134.175,134.456,20697.47
16.09.2019 10:00:00.000 GMT+0900,134.454,134.589,134.321,134.423,15971.5
16.09.2019 14:00:00.000 GMT+0900,134.424,134.606,133.937,133.957,26126.43
16.09.2019 18:00:00.000 GMT+0900,133.961,134.425,133.874,134.272,30473.57
16.09.2019 22:00:00.000 GMT+0900,134.272,134.375,133.885,134.151,35038.91
17.09.2019 02:00:00.000 GMT+0900,134.149,134.401,134.08,134.351,16454.63
17.09.2019 06:00:00.000 GMT+0900,134.357,134.419,134.188,134.377,14283.29
17.09.2019 10:00:00.000 GMT+0900,134.38,134.538,134.178,134.389,18697.43
17.09.2019 14:00:00.000 GMT+0900,134.386,134.492,133.985,134.145,26256.85
17.09.2019 18:00:00.000 GMT+0900,134.147,134.436,134.06,134.403,20829.17
17.09.2019 22:00:00.000 GMT+0900,134.404,135.18,134.366,135.115,40634.89
18.09.2019 02:00:00.000 GMT+0900,135.114,135.423,135.089,135.105,16458.48
18.09.2019 06:00:00.000 GMT+0900,135.09,135.216,135.042,135.088,13056.92
18.09.2019 10:00:00.000 GMT+0900,135.089,135.233,135.043,135.091,11453.35
18.09.2019 14:00:00.000 GMT+0900,135.094,135.207,134.59,134.704,20110.45
18.09.2019 18:00:00.000 GMT+0900,134.707,134.935,134.591,134.853,21981.62
18.09.2019 22:00:00.000 GMT+0900,134.853,135.161,134.714,134.983,23649.57
19.09.2019 02:00:00.000 GMT+0900,134.985,135.657,134.835,135.207,41695.35
19.09.2019 06:00:00.000 GMT+0900,135.195,135.335,134.975,134.998,16531.54
19.09.2019 10:00:00.000 GMT+0900,134.996,135.027,134.408,134.636,27333.55
19.09.2019 14:00:00.000 GMT+0900,134.636,135.022,134.472,134.943,31337.74
19.09.2019 18:00:00.000 GMT+0900,134.943,134.982,134.264,134.775,34001.77
19.09.2019 22:00:00.000 GMT+0900,134.775,134.96,134.714,134.852,29137.33
20.09.2019 02:00:00.000 GMT+0900,134.854,135.514,134.841,135.256,33468.41
20.09.2019 06:00:00.000 GMT+0900,135.245,135.375,135.143,135.245,19299.52
20.09.2019 10:00:00.000 GMT+0900,135.246,135.462,135.165,135.426,13535.16
20.09.2019 14:00:00.000 GMT+0900,135.426,135.746,135.226,135.248,30289.44
20.09.2019 18:00:00.000 GMT+0900,135.249,135.477,134.545,134.721,28787.92
20.09.2019 22:00:00.000 GMT+0900,134.72,135.008,134.532,134.686,31782.42
21.09.2019 02:00:00.000 GMT+0900,134.688,134.691,134.066,134.13,27665.81
21.09.2019 06:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
21.09.2019 10:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
21.09.2019 14:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
21.09.2019 18:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
21.09.2019 22:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 02:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 06:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 10:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 14:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 18:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
22.09.2019 22:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
23.09.2019 02:00:00.000 GMT+0900,134.13,134.13,134.13,134.13,0.0
23.09.2019 06:00:00.000 GMT+0900,134.275,134.487,134.182,134.383,10164.89
23.09.2019 10:00:00.000 GMT+0900,134.383,134.542,134.352,134.463,9252.36
23.09.2019 14:00:00.000 GMT+0900,134.462,134.491,133.353,133.505,29710.59
23.09.2019 18:00:00.000 GMT+0900,133.502,133.805,133.447,133.556,27030.81
23.09.2019 22:00:00.000 GMT+0900,133.555,133.705,133.347,133.634,30471.39
24.09.2019 02:00:00.000 GMT+0900,133.634,133.713,133.507,133.668,14130.33
24.09.2019 06:00:00.000 GMT+0900,133.644,133.886,133.576,133.864,17121.03
24.09.2019 10:00:00.000 GMT+0900,133.864,133.882,133.559,133.728,11272.45
24.09.2019 14:00:00.000 GMT+0900,133.729,133.89,133.543,133.767,20006.95
24.09.2019 18:00:00.000 GMT+0900,133.767,134.61,133.755,134.367,32486.51
24.09.2019 22:00:00.000 GMT+0900,134.366,134.487,133.683,133.717,38454.1
25.09.2019 02:00:00.000 GMT+0900,133.715,133.945,133.573,133.731,34662.38
25.09.2019 06:00:00.000 GMT+0900,133.688,133.85,133.489,133.608,14114.8
25.09.2019 10:00:00.000 GMT+0900,133.61,133.94,133.578,133.814,17384.65
25.09.2019 14:00:00.000 GMT+0900,133.816,134.004,133.334,133.425,26106.35
25.09.2019 18:00:00.000 GMT+0900,133.425,133.544,132.915,133.127,28024.28
25.09.2019 22:00:00.000 GMT+0900,133.129,133.425,132.836,133.185,49207.81
26.09.2019 02:00:00.000 GMT+0900,133.185,133.248,133.022,133.04,21554.45
26.09.2019 06:00:00.000 GMT+0900,133.082,133.169,132.975,133.13,19629.41
26.09.2019 10:00:00.000 GMT+0900,133.128,133.285,133.081,133.217,11698.23
26.09.2019 14:00:00.000 GMT+0900,133.219,133.221,132.603,132.646,22716.48
26.09.2019 18:00:00.000 GMT+0900,132.648,133.059,132.378,132.828,29915.57
26.09.2019 22:00:00.000 GMT+0900,132.828,133.153,132.635,132.979,43169.27
27.09.2019 02:00:00.000 GMT+0900,132.979,133.125,132.772,132.84,23030.83
27.09.2019 06:00:00.000 GMT+0900,132.87,132.946,132.617,132.841,17454.04
27.09.2019 10:00:00.000 GMT+0900,132.841,132.881,132.706,132.734,14236.88
27.09.2019 14:00:00.000 GMT+0900,132.735,132.964,132.314,132.564,27284.07
27.09.2019 18:00:00.000 GMT+0900,132.567,133.226,132.477,133.179,27720.1
27.09.2019 22:00:00.000 GMT+0900,133.179,133.275,132.716,132.783,46452.39
28.09.2019 02:00:00.000 GMT+0900,132.781,132.86,132.469,132.609,28932.05
28.09.2019 06:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
28.09.2019 10:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
28.09.2019 14:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
28.09.2019 18:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
28.09.2019 22:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 02:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 06:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 10:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 14:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 18:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
29.09.2019 22:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
30.09.2019 02:00:00.000 GMT+0900,132.609,132.609,132.609,132.609,0.0
30.09.2019 06:00:00.000 GMT+0900,132.723,132.831,132.582,132.625,8968.8
30.09.2019 10:00:00.000 GMT+0900,132.627,132.776,132.555,132.604,12970.39
30.09.2019 14:00:00.000 GMT+0900,132.605,133.019,132.472,133.015,22620.5
30.09.2019 18:00:00.000 GMT+0900,133.015,133.079,132.692,132.903,29730.8
30.09.2019 22:00:00.000 GMT+0900,132.903,133.337,132.84,132.905,42372.97
01.10.2019 02:00:00.000 GMT+0900,132.908,133.004,132.719,132.826,22453.43
01.10.2019 06:00:00.000 GMT+0900,132.759,132.888,132.759,132.8,9165.21
01.10.2019 10:00:00.000 GMT+0900,132.798,133.111,132.775,132.975,12769.26
01.10.2019 14:00:00.000 GMT+0900,132.975,133.352,132.875,133.16,32871.29
01.10.2019 18:00:00.000 GMT+0900,133.166,133.269,132.5,132.586,34200.27
01.10.2019 22:00:00.000 GMT+0900,132.587,132.889,131.777,132.647,64245.09
02.10.2019 02:00:00.000 GMT+0900,132.655,132.75,132.012,132.527,29177.99
02.10.2019 06:00:00.000 GMT+0900,132.536,132.614,132.329,132.42,12169.39
02.10.2019 10:00:00.000 GMT+0900,132.422,132.548,132.36,132.446,14092.57
02.10.2019 14:00:00.000 GMT+0900,132.445,132.504,131.615,131.635,32696.19
02.10.2019 18:00:00.000 GMT+0900,131.636,132.262,131.573,131.767,38568.34
02.10.2019 22:00:00.000 GMT+0900,131.767,132.145,131.717,131.837,53547.81
03.10.2019 02:00:00.000 GMT+0900,131.837,131.973,131.735,131.812,33659.39
03.10.2019 06:00:00.000 GMT+0900,131.823,131.945,131.551,131.628,22831.08
03.10.2019 10:00:00.000 GMT+0900,131.629,131.891,131.614,131.846,14889.61
03.10.2019 14:00:00.000 GMT+0900,131.847,132.005,131.477,131.894,34459.72
03.10.2019 18:00:00.000 GMT+0900,131.894,132.512,131.509,132.41,32769.2
03.10.2019 22:00:00.000 GMT+0900,132.412,132.543,132.035,132.16,58948.96
04.10.2019 02:00:00.000 GMT+0900,132.161,132.218,131.752,131.78,24971.21
04.10.2019 06:00:00.000 GMT+0900,131.748,131.986,131.748,131.874,20333.19
04.10.2019 10:00:00.000 GMT+0900,131.877,131.982,131.701,131.765,13287.61
04.10.2019 14:00:00.000 GMT+0900,131.766,131.929,131.611,131.653,24754.72
04.10.2019 18:00:00.000 GMT+0900,131.653,131.864,131.36,131.83,41446.7
04.10.2019 22:00:00.000 GMT+0900,131.83,131.878,131.275,131.75,46526.77
05.10.2019 02:00:00.000 GMT+0900,131.751,131.877,131.684,131.836,19228.36
05.10.2019 06:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
05.10.2019 10:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
05.10.2019 14:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
05.10.2019 18:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
05.10.2019 22:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 02:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 06:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 10:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 14:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 18:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
06.10.2019 22:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
07.10.2019 02:00:00.000 GMT+0900,131.836,131.836,131.836,131.836,0.0
07.10.2019 06:00:00.000 GMT+0900,131.292,131.776,131.263,131.615,14244.51
07.10.2019 10:00:00.000 GMT+0900,131.615,131.756,131.579,131.733,10099.32
07.10.2019 14:00:00.000 GMT+0900,131.733,131.74,131.304,131.401,27025.47
07.10.2019 18:00:00.000 GMT+0900,131.402,131.801,131.351,131.725,27777.57
07.10.2019 22:00:00.000 GMT+0900,131.725,131.948,131.66,131.931,30739.27
08.10.2019 02:00:00.000 GMT+0900,131.928,132.236,131.767,131.777,31350.26
08.10.2019 06:00:00.000 GMT+0900,131.778,131.954,131.709,131.932,10063.97
08.10.2019 10:00:00.000 GMT+0900,131.935,132.059,131.863,132.039,13973.21
08.10.2019 14:00:00.000 GMT+0900,132.037,132.111,131.401,131.505,31201.52
08.10.2019 18:00:00.000 GMT+0900,131.503,131.513,130.445,130.585,48500.24
08.10.2019 22:00:00.000 GMT+0900,130.587,131.016,130.425,130.869,47588.67
09.10.2019 02:00:00.000 GMT+0900,130.868,131.082,130.636,130.803,39010.64
09.10.2019 06:00:00.000 GMT+0900,130.801,130.876,130.648,130.784,11480.34
09.10.2019 10:00:00.000 GMT+0900,130.786,130.959,130.748,130.833,11113.79
09.10.2019 14:00:00.000 GMT+0900,130.833,131.818,130.717,131.302,30957.45
09.10.2019 18:00:00.000 GMT+0900,131.307,131.56,130.976,131.179,39582.23
09.10.2019 22:00:00.000 GMT+0900,131.179,131.383,131.097,131.267,32222.0
10.10.2019 02:00:00.000 GMT+0900,131.269,131.347,131.137,131.162,23629.19
10.10.2019 06:00:00.000 GMT+0900,131.162,131.233,130.721,131.048,30969.63
10.10.2019 10:00:00.000 GMT+0900,131.048,131.712,131.025,131.432,23377.83
10.10.2019 14:00:00.000 GMT+0900,131.432,131.673,131.305,131.344,30901.52
10.10.2019 18:00:00.000 GMT+0900,131.345,131.746,131.316,131.647,33018.48
10.10.2019 22:00:00.000 GMT+0900,131.646,133.853,131.479,133.748,60960.29
11.10.2019 02:00:00.000 GMT+0900,133.747,134.552,133.746,134.271,33796.84
11.10.2019 06:00:00.000 GMT+0900,134.209,134.44,134.006,134.352,20674.09
11.10.2019 10:00:00.000 GMT+0900,134.357,134.496,134.25,134.41,12250.84
11.10.2019 14:00:00.000 GMT+0900,134.402,135.029,133.975,134.983,34698.04
11.10.2019 18:00:00.000 GMT+0900,134.983,137.461,134.828,136.824,60826.89
11.10.2019 22:00:00.000 GMT+0900,136.826,137.895,136.724,137.296,58676.41
12.10.2019 02:00:00.000 GMT+0900,137.297,137.556,137.012,137.065,29658.1
12.10.2019 06:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
12.10.2019 10:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
12.10.2019 14:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
12.10.2019 18:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
12.10.2019 22:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 02:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 06:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 10:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 14:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 18:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
13.10.2019 22:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
14.10.2019 02:00:00.000 GMT+0900,137.065,137.065,137.065,137.065,0.0
14.10.2019 06:00:00.000 GMT+0900,136.81,137.16,136.429,136.519,18873.15
14.10.2019 10:00:00.000 GMT+0900,136.518,136.682,136.242,136.549,16465.23
14.10.2019 14:00:00.000 GMT+0900,136.547,136.644,135.87,136.16,30739.28
14.10.2019 18:00:00.000 GMT+0900,136.161,136.195,135.494,136.008,32250.4
14.10.2019 22:00:00.000 GMT+0900,136.005,137.032,135.869,136.206,38231.83
15.10.2019 02:00:00.000 GMT+0900,136.204,136.659,136.022,136.637,16421.63
15.10.2019 06:00:00.000 GMT+0900,136.632,136.958,136.512,136.601,17410.83
15.10.2019 10:00:00.000 GMT+0900,136.604,136.994,136.534,136.86,19667.0
15.10.2019 14:00:00.000 GMT+0900,136.861,137.574,136.532,137.05,36968.0
15.10.2019 18:00:00.000 GMT+0900,137.063,137.17,136.446,137.109,41514.38
15.10.2019 22:00:00.000 GMT+0900,137.106,139.307,136.86,138.852,65103.12
16.10.2019 02:00:00.000 GMT+0900,138.854,139.247,138.802,139.14,18314.48
16.10.2019 06:00:00.000 GMT+0900,139.131,139.184,138.483,138.617,18880.17
16.10.2019 10:00:00.000 GMT+0900,138.617,138.683,138.387,138.583,19152.03
16.10.2019 14:00:00.000 GMT+0900,138.58,139.046,137.657,138.509,43366.21
16.10.2019 18:00:00.000 GMT+0900,138.499,139.698,137.508,138.98,51855.78
16.10.2019 22:00:00.000 GMT+0900,138.979,140.09,138.816,139.598,46068.45
17.10.2019 02:00:00.000 GMT+0900,139.599,139.937,139.158,139.524,16351.27
17.10.2019 06:00:00.000 GMT+0900,139.551,139.554,139.275,139.425,16571.24
17.10.2019 10:00:00.000 GMT+0900,139.426,139.556,139.36,139.375,15786.51
17.10.2019 14:00:00.000 GMT+0900,139.375,139.695,138.622,139.275,36527.79
17.10.2019 18:00:00.000 GMT+0900,139.284,141.5,138.645,139.283,64600.02
17.10.2019 22:00:00.000 GMT+0900,139.282,139.862,138.98,139.428,48262.47
18.10.2019 02:00:00.000 GMT+0900,139.428,140.075,139.361,140.02,19953.07
18.10.2019 06:00:00.000 GMT+0900,140.029,140.06,139.654,139.792,16172.27
18.10.2019 10:00:00.000 GMT+0900,139.791,139.818,139.408,139.464,17875.92
18.10.2019 14:00:00.000 GMT+0900,139.463,140.399,139.342,140.221,28139.75
18.10.2019 18:00:00.000 GMT+0900,140.22,140.336,139.784,139.904,31290.67
18.10.2019 22:00:00.000 GMT+0900,139.905,140.253,139.492,140.189,40786.9
19.10.2019 02:00:00.000 GMT+0900,140.188,140.772,140.175,140.702,27161.4
19.10.2019 06:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
19.10.2019 10:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
19.10.2019 14:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
19.10.2019 18:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
19.10.2019 22:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 02:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 06:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 10:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 14:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 18:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
20.10.2019 22:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
21.10.2019 02:00:00.000 GMT+0900,140.702,140.702,140.702,140.702,0.0
21.10.2019 06:00:00.000 GMT+0900,140.395,140.459,139.472,140.147,25733.77
21.10.2019 10:00:00.000 GMT+0900,140.147,140.152,139.985,140.054,15552.93
21.10.2019 14:00:00.000 GMT+0900,140.052,141.355,139.779,140.946,36471.96
21.10.2019 18:00:00.000 GMT+0900,140.943,141.239,140.803,140.991,32942.44
21.10.2019 22:00:00.000 GMT+0900,140.993,141.109,140.63,140.88,48835.11
22.10.2019 02:00:00.000 GMT+0900,140.881,140.919,140.648,140.721,20922.45
22.10.2019 06:00:00.000 GMT+0900,140.707,141.069,140.657,140.957,16426.64
22.10.2019 10:00:00.000 GMT+0900,140.96,141.102,140.864,141.013,14068.64
